"year","runtime","director","writer","genre"
1996,"102","nm0371852","nm0643093","drama"
1994,"83","nm0615536","\N","drama"
1997,"86","nm0037708","nm0037708","drama"
1974,"100","nm0116663","nm0116663","drama"
1995,"128","nm0000490","nm0697115","drama"
1992,"139","nm0000591","nm0102722","drama"
1957,"130","nm0000697","nm0000697","romance"
1993,"91","nm0487567","nm0492909","comedy"
1994,"87","nm0001661","nm0770650","comedy"
1994,"87","nm0817639","nm0625214","comedy"
1994,"121","nm0750701","nm0712753","thriller"
1993,"104","nm0215269","nm0591160","sci.fi"
1994,"95","nm0540468","nm0540468","thriller"
1996,"99","nm0326837","nm0742568","drama"
1996,"123","nm0336620","nm0119405","crime"
1997,"127","nm0622695","nm0622695","musical"
1997,"106","nm0213100","nm0927345","children"
1997,"116","nm0467942","nm0467942","crime"
1996,"88","nm0472495","nm0472495","drama"
1995,"107","nm0559879","nm0001986","drama"
1997,"106","nm0004838","nm0414608","comedy"
1996,"108","nm0775447","nm0848217","mystery"
1994,"97","nm0042472","nm0042472","drama"
1937,"109","nm0762263","nm0636002","musical"
1996,"94","nm0184323","nm0148489","comedy"
1995,"80","nm0759410","nm0759410","comedy"
1995,"110","nm0003201","nm0003201","romance"
1994,"118","nm0086820","nm0155009","romance"
1996,"91","nm0213726","nm0031976","comedy"
1997,"89","nm0006916","nm0745087","fantasy"
1997,"101","nm0182873","nm0182873","fantasy"
1996,"145","nm0668132","nm0668132","documentary"
1997,"87","nm0006798","nm0006798","comedy"
1996,"98","nm0575361","nm0792526","comedy"
1994,"108","nm0139111","nm0001801","romance"
1953,"112","nm0591486","nm0503585","musical"
1941,"119","nm0828419","nm0753452","romance"
1997,"113","nm0934525","nm0392848","romance"
1981,"106","nm0718645","nm0089676","comedy"
1996,"107","nm0245747","nm0245726","comedy"
1994,"115","nm0002044","nm0001353","action"
1993,"93","nm0613498","nm0440569","crime"
1995,"91","nm0538614","nm0454783","comedy"
1995,"102","nm0455394","nm0461341","drama"
1995,"91","nm0812773","nm0812773","documentary"
1994,"109","nm0415617","nm0415617","comedy"
1974,"80","nm0488272","nm0168764","drama"
1945,"117","nm0587277","nm0113689","drama"
1995,"124","nm0001845","nm0060103","comedy"
1995,"99","nm0770942","nm0001083","comedy"
1998,"114","nm0772522","nm0153777","film.noir"
1994,"96","nm0225416","nm0077171","adventure"
1997,"110","nm0640466","nm0387025","romance"
1998,"169","nm0000602","nm0481418","drama"
1995,"91","nm0241090","nm0251188","drama"
1995,"95","nm0494889","\N","documentary"
1995,"91","nm0203993","nm0203993","drama"
1995,"97","nm0548957","nm0575865","drama"
1995,"97","nm0943237","nm0943237","comedy"
1993,"94","nm0440913","nm0440913","comedy"
1994,"113","nm0399003","nm0684163","drama"
1994,"108","nm0133044","nm0133044","thriller"
1996,"94","nm0000164","nm0155009","drama"
1996,"86","nm0168214","nm0759070","drama"
1994,"100","nm0691078","nm0213234","drama"
1994,"105","nm0438201","nm0021196","drama"
1995,"96","nm0382584","nm0256722","drama"
1994,"82","nm0684596","nm0241577","drama"
1994,"85","nm0834889","\N","documentary"
1993,"90","nm0603294","nm0603294","drama"
1994,"100","nm0158029","nm0498080","comedy"
1994,"102","nm0734319","nm0091076","drama"
1996,"88","nm0180912","nm0000519","drama"
1996,"93","nm0001274","nm0001274","fantasy"
1996,"93","nm0291442","nm0219720","comedy"
1995,"102","nm0001676","nm0778819","drama"
1993,"92","nm0629309","nm0279199","comedy"
1993,"81","nm0336241","nm0336241","romance"
1992,"123","nm0877790","nm0516207","drama"
1995,"91","nm0210701","nm0078760","drama"
1995,"87","nm0748218","nm0748218","drama"
1993,"90","nm2468656","nm5206629","drama"
1994,"99","nm0948021","nm0939102","drama"
1991,"109","nm0208854","nm0742270","drama"
1958,"98","nm0455839","nm0265792","drama"
1990,"104","nm0305368","nm0276466","drama"
1993,"87","nm0690213","nm0681654","comedy"
1949,"113","nm0955622","nm0155157","drama"
1995,"82","nm0788094","nm0788094","comedy"
1976,"101","nm0006357","nm0001202","drama"
1994,"87","nm0324660","nm0230449","romance"
1992,"108","nm0415617","nm0415617","drama"
1996,"119","nm0000111","nm0110832","drama"
1996,"88","nm0909699","nm0909699","comedy"
1993,"120","nm0426510","nm0426510","war"
1976,"75","nm0791027","nm0200670","action"
1996,"106.972842486421","nm0131203","nm0855743","drama"
1994,"85","nm0118809","nm0118809","comedy"
1994,"84","nm0440799","nm0440799","comedy"
1996,"97","nm1027203","nm1027203","action"
1996,"87","nm0887361","nm0647431","documentary"
1995,"105","nm0530376","nm0011410","action"
1993,"90","nm0333641","nm0194547","action"
1994,"62","nm0000419","nm0000419","documentary"
1994,"97","nm0840905","nm0324473","animation"
1994,"128","nm0240987","nm0240987","drama"
1951,"99","nm0538938","nm0538938","drama"
1994,"110","nm0219136","nm0219136","thriller"
1994,"96","nm0243191","nm0068914","horror"
1994,"106.972842486421","nm0295576","nm0295576","action"
1971,"12","nm0339241","nm0262706","unknown"
1980,"103","nm0666999","nm0020022","comedy"
1993,"105","nm0001949","nm0568605","drama"
1997,"105","nm0049975","nm0001098","comedy"
1996,"95","nm0742194","nm0742194","romance"
1997,"90","nm0819033","\N","documentary"
1996,"76","nm0188521","nm0051748","romance"
1996,"104","nm0691078","nm0590360","drama"
1996,"93","nm0000102","nm0580559","drama"
1965,"80","nm0889513","nm0889513","drama"
1997,"88","nm0572114","nm0456017","children"
1997,"102","nm0666640","nm0666640","drama"
1997,"98","nm0917992","nm0878125","romance"
1992,"83","nm0875354","nm0875354","sci.fi"
1997,"93","nm0769703","nm0769703","romance"
1996,"75","nm0538532","nm0538532","drama"
1995,"80","nm0309697","nm0309697","drama"
1995,"110","nm0585012","nm0898391","crime"
1996,"84","nm0000419","nm0000419","drama"
1997,"124","nm0445933","nm0445933","drama"
1997,"91","nm0928691","nm0075894","thriller"
1997,"115","nm0452319","nm0175676","romance"
1997,"86","nm0293533","nm0293533","drama"
1995,"99","nm0277439","nm0086333","drama"
1934,"83","nm0188669","nm0169556","drama"
1996,"120","nm0107141","\N","drama"
1997,"94","nm0316592","nm0398343","thriller"
1994,"94","nm0368981","nm0368981","romance"
1993,"101","nm0000343","nm0404846","drama"
1992,"100","nm0921631","nm0073053","drama"
1993,"100","nm0604335","nm0604335","comedy"
1987,"107","nm0732430","nm0732430","comedy"
1997,"74","nm0213726","nm0160602","drama"
1995,"94","nm0005390","nm0005390","romance"
1994,"110","nm0515891","nm0794326","action"
1994,"90","nm0507502","nm0156732","comedy"
1994,"93","nm0723704","nm0723704","animation"
1993,"105","nm3334255","\N","drama"
1968,"98","nm0671862","nm0094558","sci.fi"
1995,"71","nm0809823","nm0294440","animation"
1994,"102","nm0211823","nm0211823","action"
1995,"92","nm0938645","nm0938645","action"
1994,"107","nm0128883","nm0436543","children"
1994,"118","nm0132709","nm0310920","sci.fi"
1992,"91","nm0700641","nm0148448","drama"
1993,"139","nm0911061","nm0060103","drama"
1994,"99","nm0602452","nm0927074","sci.fi"
1999,"85","\N","\N","comedy"
1993,"92","nm0025978","nm0025978","drama"
1993,"96","nm0569166","nm0569166","film.noir"
1995,"88","nm0926211","nm0926211","war"
1994,"104","nm0552140","nm0552140","romance"
1994,"115","nm0000985","nm0000985","comedy"
1996,"116","nm0025978","nm0025978","comedy"
1995,"90","nm0169940","nm0502039","drama"
1996,"121","nm0000500","nm0091899","comedy"
1998,"99","nm0398185","nm0398185","romance"
1997,"101","nm0550446","nm0550446","drama"
1997,"93","nm0365131","nm0365131","thriller"
1998,"100","nm0155093","nm0495378","drama"
1998,"80","nm0578899","nm0002403","action"
1997,"109","nm0777447","nm0392020","romance"
1995,"135","nm0001112","nm0001112","comedy"
1993,"114","nm0001214","nm0744839","romance"
1994,"100","nm0583754","nm0119405","comedy"
1995,"124","nm0005522","nm0887708","drama"
1994,"119","nm0570408","nm0807155","crime"
1994,"96","nm0689385","nm0177875","drama"
1995,"105","nm0000770","nm0800124","romance"
1995,"135","nm0423646","nm0370426","drama"
1994,"105","nm0000814","nm0581224","drama"
1965,"116","nm0829038","nm0909556","mystery"
1994,"101","nm0516360","nm0613163","drama"
1995,"106","nm0918873","nm0325204","comedy"
1993,"112","nm0689081","nm0689081","drama"
1993,"127","nm0029242","nm0029242","drama"
1955,"125","nm0006249","nm0006249","drama"
1947,"95","nm0500552","nm0222079","adventure"
1940,"120","nm0000033","nm0372942","thriller"
1943,"91","nm0920074","nm0344631","mystery"
1946,"100","nm0562845","nm0452134","crime"
1947,"100","nm0335455","nm0335455","western"
1943,"116","nm0001328","nm0372942","western"
1953,"89","nm0001379","nm0001379","comedy"
1996,"105","nm0004767","nm0000636","comedy"
1937,"101","nm0828419","nm0067308","musical"
1995,"135","nm0594158","nm0316044","musical"
1995,"88","nm0006835","nm0006835","comedy"
1935,"65","nm0572851","nm0366942","comedy"
1996,"117","nm0029242","nm0029242","crime"
1997,"107","nm0768597","nm0288473","comedy"
1995,"109","nm0005077","nm0706882","drama"
1995,"108","nm0415617","nm0415617","comedy"
1995,"114","nm0710372","nm0192996","drama"
1993,"103","nm0006853","nm0450361","drama"
1995,"97","nm0005022","nm0002675","drama"
1995,"97","nm0382072","nm0521739","children"
1995,"90","nm0167029","nm0167029","animation"
1995,"106","nm0502577","nm0001825","thriller"
1993,"107","nm0688585","nm0002010","sci.fi"
1939,"93","nm0485943","nm0122364","children"
1994,"98","nm0414312","nm0414312","romance"
1993,"101","nm0149446","nm0149446","comedy"
1948,"79","nm0542649","nm0383421","film.noir"
1997,"101","nm0097079","nm0001752","horror"
1995,"119","nm0400436","nm0400436","crime"
1995,"91","nm0720000","nm0524108","comedy"
1974,"88","nm0829038","nm0909556","children"
1994,"96","nm0506461","nm0748035","drama"
1995,"180","nm0330544","nm0189749","documentary"
1998,"132","nm0908824","nm0241416","romance"
1995,"82","nm0577849","nm0929186","action"
1994,"110","nm0002174","nm0002174","war"
1995,"89","nm0686884","nm0912889","drama"
1993,"106","nm0001814","nm0001814","romance"
1993,"160","nm0001945","nm0001945","drama"
1994,"102","nm0000454","nm0061337","comedy"
1993,"82","nm0239822","nm0239822","comedy"
1995,"92","nm0000712","nm0000712","thriller"
1993,"115","nm0541098","nm0500407","comedy"
1995,"90","nm0643043","nm0643043","romance"
1994,"112","nm0000905","nm0003508","comedy"
1995,"85","nm0001325","nm0001325","drama"
1996,"89","nm0002137","nm0722610","crime"
1996,"86","nm0238743","nm0238743","documentary"
1997,"97","nm0782739","nm0782739","comedy"
1994,"92","nm0003508","nm0001929","comedy"
1996,"97","nm0613981","nm0093965","comedy"
1996,"99","nm0091076","nm0091076","war"
1993,"95","nm0019341","nm0912889","romance"
1995,"94","nm0229914","nm0322045","children"
1995,"91","nm0582481","nm0582481","crime"
1995,"106","nm0767110","nm0276466","drama"
1996,"123","nm0749914","nm0094726","comedy"
1995,"90","nm0272704","nm0178518","thriller"
1994,"109","nm0222043","nm0421084","comedy"
1996,"93","nm0084114","nm0084114","crime"
1996,"101","nm0242064","nm0242064","comedy"
1959,"105","nm0006249","nm0006249","drama"
1997,"105","nm0192090","nm0192090","comedy"
1997,"97","nm0852363","nm0113819","drama"
1995,"50","nm0000269","nm0000269","adventure"
1993,"90","nm0518644","nm0519273","drama"
1996,"100","nm0304395","nm0607454","drama"
1995,"111","nm0350455","nm0284524","drama"
1995,"98","nm0327064","nm0327064","crime"
1995,"102","nm0730722","nm0285858","horror"
1993,"98","nm0005237","nm0689778","romance"
1994,"107","nm0332392","nm0441750","thriller"
1994,"94","nm0000915","nm0101956","adventure"
1993,"139","nm0782266","nm0782266","drama"
1998,"111","nm0405336","nm0565522","romance"
1985,"112","nm0001837","nm0446015","romance"
1998,"93","nm0790715","nm0258627","comedy"
1997,"82","nm0000777","nm0000777","drama"
1995,"170","nm0001437","nm0001437","war"
1995,"139","nm0412465","nm0695609","drama"
1995,"81","nm0097491","nm0097491","children"
1994,"90","nm0785011","nm0583675","drama"
1993,"106","nm0069833","nm0069833","drama"
1997,"99","nm0020728","nm0020728","crime"
1994,"102","nm0001031","nm0001031","drama"
1994,"118","nm0158857","nm0158857","drama"
1996,"100","nm0423623","nm0637491","comedy"
1997,"86","nm0796357","nm0796359","drama"
1994,"122","nm0287025","nm0287025","drama"
1995,"84","nm0128883","nm0745087","children"
1994,"99","nm0912874","nm0161536","drama"
1926,"115","nm0803705","nm0370426","drama"
1996,"96","nm0798788","nm0798788","drama"
1995,"101","nm0855035","nm0204456","comedy"
1995,"101","nm0512327","nm0641622","romance"
1988,"97","nm0441072","nm0441072","drama"
1995,"93","nm0005367","\N","documentary"
1995,"103","nm0910510","nm0082379","thriller"
1995,"94","nm0095080","nm0588986","thriller"
1995,"102","nm0052944","nm0709070","comedy"
1994,"109","nm0122344","nm0122344","drama"
1995,"111","nm0493369","nm0493369","action"
1995,"99","nm0001752","nm0001752","mystery"
1994,"98","nm0010012","nm0045398","drama"
1993,"60","nm0097529","nm0097529","children"
1995,"83","nm0442455","nm0214663","thriller"
1993,"100","nm0389415","nm0306872","comedy"
1956,"110","nm0006249","nm0006249","drama"
1995,"90","nm0194274","nm0194274","thriller"
1981,"128","nm0851724","nm0860292","crime"
1994,"75","nm0442455","nm0442455","documentary"
1993,"110","nm0001031","nm0044534","documentary"
1993,"106.972842486421","nm0752110","nm0752110","romance"
1991,"106.972842486421","nm0128835","nm0222874","drama"
1992,"138","nm0174659","nm0042684","drama"
1943,"103","nm0502752","nm0446651","drama"
1992,"100","nm0534665","nm0534665","comedy"
1992,"88","nm0639618","nm0639618","romance"
1987,"80","nm0484009","nm0484009","comedy"
1992,"80","nm0067464","nm0067464","comedy"
1973,"85","nm0228013","nm0228013","drama"
1982,"75","nm0434095","\N","drama"
1968,"121","nm0000019","nm0000019","horror"
1995,"90","nm0378240","nm0378240","war"
1990,"105","nm0069833","nm0069833","drama"
1987,"97","nm0003927","nm0003927","fantasy"
1956,"104","nm0000320","nm0000320","drama"
1967,"86","nm0006445","nm0006445","drama"
1988,"90","nm0596571","nm0246503","thriller"
1933,"88","nm0649097","nm0759041","romance"
1950,"88","nm0002190","nm0187593","mystery"
1947,"92","nm0542649","nm0383421","film.noir"
1986,"92","nm0416049","nm0416049","drama"
1946,"110","nm0216381","nm0042179","drama"
1990,"98","nm0135199","\N","documentary"
1992,"128","nm0000247","nm0000247","crime"
1958,"80","nm0507390","nm0874308","western"
1996,"98","nm0021577","nm0021577","comedy"
1996,"96","nm0001752","nm0001752","comedy"
1995,"89","nm0557501","nm0557501","drama"
1995,"99","nm0939182","nm0939182","drama"
1999,"103","nm0206911","nm0181497","drama"
1990,"109","nm0747724","nm0654582","comedy"
1998,"44","nm0106451","nm0431971","documentary"
1994,"105","nm0027271","nm0027271","thriller"
1995,"83","nm0089502","nm0089502","sci.fi"
1992,"94","nm0942408","nm0942408","action"
1997,"97","nm0410139","nm0812747","crime"
1995,"96","nm0664607","nm0586235","drama"
1995,"105","nm0349425","nm0349425","comedy"
1997,"82","nm0792398","nm0001331","thriller"
1998,"117","nm0945026","nm0945026","drama"
1995,"99","nm0589182","nm0589182","drama"
1948,"79","nm0542649","nm0383421","film.noir"
1996,"101","nm0057284","nm0057284","comedy"
1997,"84","nm0003031","nm0003031","children"
1997,"91","nm0870186","nm0004752","comedy"
1997,"106","nm0000662","nm0592436","crime"
1996,"105","nm0328922","nm0328922","comedy"
1996,"100","nm0241090","nm0241092","romance"
1995,"87","nm0875354","nm0875354","action"
1958,"94","nm0591486","nm0258493","comedy"
1997,"131","nm0950553","nm0445914","fantasy"
1994,"97","nm0630057","nm0630057","drama"
1990,"103","nm0001206","nm0820669","crime"
1995,"130","nm0927090","nm0927090","drama"
1997,"107","nm0589168","nm0137342","comedy"
1995,"88","nm0935863","nm0101639","thriller"
1993,"112","nm0162013","nm0909464","comedy"
1995,"111","nm0001031","nm0001031","drama"
1998,"96","nm0200978","nm0200978","thriller"
1994,"104","nm0246903","nm0246903","comedy"
1995,"101","nm0006888","nm0006888","comedy"
1994,"116","nm0002167","nm0002167","drama"
1995,"70","nm0644467","nm0644467","documentary"
1994,"127","nm0864741","nm0100525","drama"
1993,"102","nm0761879","nm0761879","comedy"
1995,"109","nm0516360","nm0020653","war"
1995,"83","nm0296144","nm0296144","comedy"
1994,"102","nm0169348","nm0021734","drama"
1986,"76","nm0001005","nm0307712","drama"
1995,"102","nm0006841","nm0118556","drama"
1996,"90","nm0570995","nm0000666","drama"
1996,"101","nm0573796","nm0356424","crime"
1996,"105","nm0406687","nm0002662","drama"
1996,"118","nm0233757","nm0233757","drama"
1995,"93","nm0382147","nm0382147","documentary"
1996,"112","nm0313623","nm0006487","drama"
1995,"105","nm0753382","nm0753382","drama"
1996,"80","nm0791248","nm0791248","comedy"
1997,"110","nm0001403","nm0001403","drama"
1997,"127","nm0000626","nm0000626","action"
1997,"103","nm0001429","nm0001429","crime"
1997,"93","nm0331606","nm0919101","drama"
1997,"91","nm0601619","nm0601619","documentary"
1997,"110","nm0000519","nm0000519","thriller"
1996,"130","nm0155280","nm0155280","romance"
1996,"110","nm0722493","nm0920274","drama"
1994,"97","nm0677953","nm0569210","romance"
1997,"90","nm0070142","nm0070142","romance"
1995,"122","nm0712994","nm0006249","action"
1996,"91","nm0588458","nm0588458","comedy"
1995,"108","nm0533564","nm0533549","drama"
1994,"112","nm0866062","nm0866062","drama"
1995,"105","nm0672543","nm0153777","romance"
1995,"85","nm0642823","nm0605982","war"
1997,"95","nm0776114","nm0776114","comedy"
1997,"92","nm0742568","nm0742568","drama"
1996,"92","nm0644806","nm0644806","drama"
1997,"96","nm0264471","nm0715281","drama"
1996,"102","nm0527325","nm0349334","comedy"
1996,"113","nm0707033","nm0707033","mystery"
1998,"108","nm0262585","nm0267681","thriller"
1997,"96","nm0233920","nm0001653","drama"
1993,"114","nm0000264","nm0000264","drama"
1995,"92","nm0931435","nm0029068","thriller"
1962,"106","nm0001596","nm0001596","drama"
1996,"122","nm0001047","nm0495378","drama"
1996,"123","nm0000389","nm0240384","drama"
1995,"89","nm0935095","nm0238778","drama"
1997,"73","nm0812546","nm0032685","drama"
1998,"92","nm0705535","nm0203577","romance"
1994,"84","nm0772095","nm0001454","comedy"
1991,"105","nm0001348","nm0313274","drama"
