"year","runtime","director","writer","unknown","action","adventure","animation","children","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
1941,"64","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1971,"82","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1972,"110","nm0006916","nm0488373",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1967,"111","nm0671957","nm0001801",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1954,"105","nm0000033","nm0461425",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1955,"111","nm0712947","nm0712947",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1951,"122","nm0001415","nm0931783",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"130","nm0001232","nm0018735",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,"103","nm0006487","nm0006487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1960,"128","nm0836328","nm0000041",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1962,"218","nm0000180","nm0933858",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1987,"128","nm0000694","nm0000694",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1949,"104","nm0715346","nm0000080",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,"93","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1981,"149","nm0000583","nm0000583",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1983,"111","nm0287025","nm0287025",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,"96","nm0000095","nm0000095",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1990,"115","nm0001053","nm0001053",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1948,"126","nm0001379","nm0001379",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,"172","nm0836328","nm0108595",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1978,"183","nm0001047","nm0000658",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1986,"107","nm0000464","nm0000464",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1967,"127","nm0742341","nm0237543",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1940,"125","nm0000122","nm0000122",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,"114","nm0001328","nm0102824",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1959,"212","nm0943758","nm0027173",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1982,"191","nm0000277","nm0109300",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1984,"141","nm0423646","nm0732430",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1985,"101","nm0002120","nm0002120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1975,"129","nm0001379","nm0001379",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"105","nm0382956","nm0382956",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1996,"117","nm0619762","nm0471247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"87","nm0609549","nm0609549",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,"101","nm0005726","nm0569474",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"100","nm0001162","nm0330565",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"97","nm0230695","nm0173928",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991,"104","nm0001814","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"94","nm0089940","nm0879318",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,"98","nm0893659","nm0726472",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"110","nm0747849","nm0521739",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"101","nm0027271","nm0095460",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"81","nm0300265","nm0560329",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1995,"175","nm0500988","nm0401076",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1995,"115","nm0001219","nm0003298",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1995,"100","nm0000127","nm0000552",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"108","nm0000247","nm0003662",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,"99","nm0743239","nm0712575",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,"95","nm0003423","nm0003369",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995,"139","nm0001994","nm0788991",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1995,"128","nm0001532","nm0378144",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,"109","nm0000850","nm0000850",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,"108","nm0002044","nm0271022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1995,"102","nm0000778","nm0436543",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"135","nm0721817","nm0878638",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"89","nm0620290","nm0620290",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"98","nm0001353","nm0001353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,"111","nm0179216","nm0064530",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1994,"99","nm0001392","nm0001392",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1994,"123","nm0001403","nm0723351",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1995,"89","nm0331998","nm0506597",0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1994,"123","nm0000110","nm0791217",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1995,"108","nm0000600","nm0601881",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,"180","nm0276169","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,"98","nm0192090","nm0192090",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,"98","nm0000118","nm0798103",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1994,"141","nm0637518","nm0001873",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,"112","nm0000127","nm0000127",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,"116","nm0000957","nm0003662",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1994,"125","nm0001566","nm0365659",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1994,"191","nm0001410","nm0001410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,"108","nm0000824","nm0467942",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,"121","nm0394280","nm0061337",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,"87","nm0001206","nm0820669",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1993,"107","nm0528337","nm0129310",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1994,"116","nm0917992","nm0304665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,"113","nm0001317","nm0289833",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,"88","nm0006625","nm0000101",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,"115","nm0104193","nm0914058",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,"91","nm0005348","nm0641714",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"99","nm0003355","nm0003355",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,"117","nm0784061","nm0582481",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1993,"121","nm0001005","nm0001005",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1993,"110","nm0575389","nm0377088",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1993,"101","nm0002140","nm0003031",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"95","nm0711114","nm0006997",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"102","nm0764776","nm0878638",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"112","nm0576282","nm0576282",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1991,"84","nm0873779","nm0560329",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1969,"145","nm0001603","nm0338396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,"85","nm0944892","nm0040643",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1996,"129","nm0387706","nm0081189",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1995,"94","nm0893895","nm0893895",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1993,"134","nm0005917","nm0005917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,"105","nm0003506","nm0003506",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1996,"116","nm0001716","nm0840380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"91","nm0873779","nm0560329",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996,"115","nm0751080","nm0338396",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"98","nm0209667","nm0209667",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"104","nm0867262","nm0867262",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"105","nm0004305","nm0214518",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,"170","nm0939992","nm0002133",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1951,"114","nm0591486","nm0503585",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1954,"112","nm0000033","nm0371088",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1934,"105","nm0001008","nm0728307",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,"113","nm0591486","nm0106505",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1950,"138","nm0000581","nm0000581",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1940,"130","nm0000033","nm0531878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1945,"111","nm0000033","nm0372942",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1950,"92","nm0591486","nm0329304",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,"115","nm0591486","nm0503585",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1944,"88","nm0541149","nm0388755",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1937,"132","nm0001008","nm0728307",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1936,"94","nm0478441","nm0753452",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,"201","nm0828419","nm0272209",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1935,"86","nm0000033","nm0067308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,"96","nm0001681","nm0001681",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1930,"104","nm0903049","nm0509510",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1955,"115","nm0517597","nm0408718",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"118","nm0000776","nm0006904",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1996,"113","nm0001226","nm0001279",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1955,"93","nm0287988","nm0085648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1960,"126","nm0002175","nm0370328",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"102","nm0213100","nm0805965",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,"71","nm0272568","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1963,"79","nm0314671","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,"79","nm0527217","nm0670328",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991,"143","nm0721817","nm0219720",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"147","nm0001469","nm0001469",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1982,"134","nm0001175","nm0001175",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1965,"160","nm0001175","nm0001175",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1992,"112","nm0001403","nm0001403",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1982,"150","nm0001587","nm0001587",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1938,"69","nm0547446","nm0002042",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"80","nm0638175","nm0638175",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1980,"89","nm0000118","nm0000118",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1981,"99","nm0000118","nm0000118",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1981,"91","nm0001102","nm0000626",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,"112","nm0897045","nm0140643",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1979,"142","nm0772522","nm0140643",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,"124","nm0000425","nm0000425",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1957,"88","nm0000040","nm0000040",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1990,"110","nm0001241","nm0860292",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1993,"119","nm0772259","nm0568605",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1988,"101","nm0001554","nm0001554",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990,"78","nm0515255","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1968,"166","nm0001466","nm0000934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,"160","nm0000041","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1952,"129","nm0000406","nm0000406",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,"229","nm0001466","nm0001466",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1957,"96","nm0000005","nm0000005",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,"122","nm0001880","nm0418883",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1990,"117","nm0001779","nm0001779",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1958,"95","nm0000080","nm0000080",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1974,"130","nm0000591","nm0001801",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1986,"89","nm0001661","nm0000175",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1931,"117","nm0000485","nm0000485",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1962,"126","nm0001239","nm0043480",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1990,"102","nm0610496","nm0610496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1944,"118","nm0001008","nm0258493",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1991,"130","nm0000816","nm0280840",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1952,"85","nm0003593","nm0286025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1980,"103","nm0844358","nm0558577",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1979,"130","nm0000797","nm0002717",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,"145","nm0000694","nm0232924",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,"114","nm0000399","nm0639321",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1974,"103","nm0607407","nm0831290",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,"113","nm0936404","nm0208342",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1980,"92","nm0089177","nm0089177",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,"88","nm0714599","nm0092267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1935,"75","nm0001843","nm0049721",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,"99","nm0741262","nm0000850",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1962,"106","nm0496746","nm0531792",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1982,"118","nm0001707","nm0001707",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1922,"94","nm0003638","nm0831290",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,"124","nm0405336","nm0007186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"72","nm0300795","nm0300795",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,"104","nm0413875","nm0712753",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1982,"129","nm0587518","nm0000231",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"90","nm0476071","nm0040643",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,"101","nm0318947","nm0932078",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1997,"95","nm0318795","nm0258627",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"128","nm0000583","nm0536587",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"133","nm0000829","nm0859029",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,"138","nm0000142","nm0359387",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"108","nm0818465","nm0185578",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,"84","nm0128225","nm0175080",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"124","nm0001994","nm0679326",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"136","nm0000269","nm0364143",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1998,"100","nm0001639","nm0275286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1995,"114","nm0001661","nm0815070",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"178","nm0000217","nm0000217",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"103","nm0585011","nm0000807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,"96","nm0000876","nm0000876",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"111","nm0000887","nm0001707",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1995,"102","nm0436284","nm0140860",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"97","nm0001214","nm0367838",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"115","nm0000788","nm0842523",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"95","nm0291205","nm0291205",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"183","nm0618284","nm0618284",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,"101","nm0001775","nm0001775",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,"101","nm0410139","nm0502643",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"145","nm0000806","nm0021196",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1952,"103","nm0002045","nm0173679",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1996,"80","nm0714599","nm0714599",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,"95","nm0001565","nm0055726",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,"100","nm0001752","nm0001752",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,"94","nm0525303","nm0525303",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1985,"97","nm0390822","nm0390822",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"97","nm0838016","nm0047976",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1987,"112","nm0001469","nm0001469",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"123","nm0662529","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"121","nm0358960","nm0358960",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"106","nm0001814","nm0377750",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"103","nm0000149","nm0705331",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1996,"118","nm0001270","nm0848217",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1995,"99","nm0000110","nm0000110",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"91","nm0601619","nm0601619",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,"134","nm0958387","nm0629933",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"94","nm0003620","nm0003620",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"103","nm0001060","nm0001060",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"115","nm0006889","nm0740400",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"103","nm0640466","nm0203577",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"113","nm0005190","nm0723351",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"96","nm0137363","nm0137363",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"121","nm0741262","nm0741262",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"109","nm0718645","nm0175620",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,"112","nm0000776","nm0629933",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"161","nm0161717","nm0241416",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"115","nm0625458","nm0625458",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1993,"110","nm0718645","nm0002657",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,"83","nm0873266","nm0873266",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1993,"111","nm0000907","nm0805965",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"125","nm0001129","nm0638913",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"131","nm0000277","nm0629933",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"98","nm0241090","nm0241090",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"93","nm0281598","nm0281598",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1990,"119","nm0005190","nm0493369",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"112","nm0001874","nm5462342",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"92","nm0864468","nm0741942",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1996,"121","nm0000165","nm0697115",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1996,"84","nm0691194","nm0275286",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"133","nm0001403","nm0001403",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1972,"154","nm0575389","nm0055726",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"108","nm0004838","nm0698493",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"98","nm0154819","nm0075727",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1997,"116","nm0637518","nm0378144",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1997,"97","nm0423623","nm0418321",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1997,"155","nm0000229","nm0291905",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
